"JM PM LTD","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","PT","~","RTRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1273","2073","1143","04","04","01","02","03","~","~","RKL5D","8841","872","8392","8623","Debit","Credit","8861","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3101","311","3101","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPT","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","PT","~","TRAR","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1273","2073","1143","04","04","01","02","03","~","~","KL5R","8841","872","8392","8623","Debit","Credit","8861","872","Debit","Credit","~","~","%region_ext_bu%","TR","3101","311","3101","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","RH","~","RTRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1275","2075","1145","04","04","01","02","03","~","~","RKL5D","8844","872","8392","8625","Debit","Credit","8864","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3104","311","3104","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRH","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","RH","~","TRAR","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1275","2075","1145","04","04","01","02","03","~","~","KL5R","8844","872","8392","8625","Debit","Credit","8864","872","Debit","Credit","~","~","%region_ext_bu%","TR","3104","311","3104","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00009","RU","~","RTRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1276","2076","1146","04","04","01","02","03","~","~","RKL5D","8845","872","8392","8626","Debit","Credit","8865","872","Debit","Credit","~","~","R+%region_ext_bu%","TD","3105","311","3105","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRU","ZAR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_zar%","00008","RU","~","TRAR","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1276","2076","1146","04","04","01","02","03","~","~","KL5R","8845","872","8392","8626","Debit","Credit","8865","872","Debit","Credit","~","~","%region_ext_bu%","TR","3105","311","3105","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","AG","~","RTRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1272","2072","1142","04","04","01","02","03","~","~","RKL5D","8828","871","8392","8622","Debit","Credit","8808","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3108","311","3108","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAG","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","AG","~","TRAR","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1272","2072","1142","04","04","01","02","03","~","~","KL5R","8828","871","8392","8622","Debit","Credit","8808","871","Debit","Credit","~","~","%region_ext_bu%","TR","3108","311","3108","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","AU","~","RTRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1271","2071","1141","04","04","01","02","03","~","~","RKL5D","8827","871","8392","8621","Debit","Credit","8807","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3107","311","3107","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PMM UK","*","GL","XPD","GBP","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_gbp%","00005","PD","TRA","~","4102","~","4102","4101","~","4151","4151","2101","4141","4141","~","~","005","1274","2074","1144","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XPD","USD","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_usd%","00006","PD","TRAD","~","4102","~","4102","4101","~","4151","4151","2101","4141","4141","~","~","BSUS","1274","2074","1144","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XPT","EUR","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_eur%","00007","PT","TRAE","~","4101","~","4101","4101","~","4151","4151","2101","4141","4141","~","~","BSEU","1273","2073","1143","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XPT","GBP","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_gbp%","00005","PT","TRA","~","4101","~","4101","4101","~","4151","4151","2101","4141","4141","~","~","005","1273","2073","1143","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM HK","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_hk%","310","RU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","310","1280","1287","1286","RU","RU","RU","RU","RU","~","~","3101","7521","RU","3101","7515","Debit","Credit","7511","RU","Debit","Credit","~","~","~","31013","3110","RU","31013","3120","~","~","31013","3110","~","~","3120","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM HK","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_hk%","310","AG","~","~","~","~","~","~","~","~","~","~","~","~","~","~","310","1280","1287","1286","AG","AG","AG","AG","AG","~","~","3101","7511","AG","3101","7515","Credit","Debit","7522","AG","Credit","Debit","~","~","~","31014","3110","AG","31014","3120","~","~","31014","3110","00","~","3120","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PM LTD","*","SL","XAU","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","AU","~","TRAR","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1271","2071","1141","04","04","01","02","03","~","~","KL5R","8827","871","8392","8621","Debit","Credit","8807","871","Debit","Credit","~","~","%region_ext_bu%","TR","3107","311","3107","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","IR","~","RTRAD","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1277","2077","1147","04","04","01","02","03","~","~","RKL5D","8823","871","8392","8627","Debit","Credit","8803","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3103","311","3103","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XIR","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","IR","~","TRAR","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1277","2077","1147","04","04","01","02","03","~","~","KL5R","8823","871","8392","8627","Debit","Credit","8803","871","Debit","Credit","~","~","%region_ext_bu%","TR","3103","311","3103","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","OS","~","RTRAD","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1278","2078","1148","04","04","01","02","03","~","~","RKL5D","8826","871","8392","8628","Debit","Credit","8806","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3106","311","3106","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XOS","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","OS","~","TRAR","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1278","2078","1148","04","04","01","02","03","~","~","KL5R","8826","871","8392","8628","Debit","Credit","8806","871","Debit","Credit","~","~","%region_ext_bu%","TR","3106","311","3106","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","PD","~","RTRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1274","2074","1144","04","04","01","02","03","~","~","RKL5D","8822","871","8392","8624","Debit","Credit","8802","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3102","311","3102","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPD","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","PD","~","TRAR","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1274","2074","1144","04","04","01","02","03","~","~","KL5R","8822","871","8392","8624","Debit","Credit","8802","871","Debit","Credit","~","~","%region_ext_bu%","TR","3102","311","3102","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","PT","~","RTRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1273","2073","1143","04","04","01","02","03","~","~","RKL5D","8821","871","8392","8623","Debit","Credit","8801","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3101","311","3101","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XPT","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","PT","~","TRAR","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1273","2073","1143","04","04","01","02","03","~","~","KL5R","8821","871","8392","8623","Debit","Credit","8801","871","Debit","Credit","~","~","%region_ext_bu%","TR","3101","311","3101","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","RH","~","RTRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1275","2075","1145","04","04","01","02","03","~","~","RKL5D","8824","871","8392","8625","Debit","Credit","8804","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3104","311","3104","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRH","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","RH","~","TRAR","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1275","2075","1145","04","04","01","02","03","~","~","KL5R","8824","871","8392","8625","Debit","Credit","8804","871","Debit","Credit","~","~","%region_ext_bu%","TR","3104","311","3104","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00009","RU","~","RTRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1276","2076","1146","04","04","01","02","03","~","~","RKL5D","8825","871","8392","8626","Debit","Credit","8805","871","Debit","Credit","~","~","R+%region_ext_bu%","TD","3105","311","3105","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XRU","ZAR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_zar%","00008","RU","~","TRAR","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1276","2076","1146","04","04","01","02","03","~","~","KL5R","8825","871","8392","8626","Debit","Credit","8805","871","Debit","Credit","~","~","%region_ext_bu%","TR","3105","311","3105","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00009","AG","~","RTRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1272","2072","1142","04","04","01","02","03","~","~","RKL5D","8808","871","8392","8622","Credit","Debit","8828","871","Credit","Debit","~","~","R+%region_ext_bu%","TD","3108","311","3108","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PMM US","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","RH","~","71602","~","4110","4104","~","410","4122","4132","~","4121","4131","~","~","716","1285","2075","1145","101","104","101","102","103","~","~","71602","8824","871","~","~","Debit","Credit","8804","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","RU","~","71602","~","4110","4105","~","410","4122","4132","~","4121","4131","~","~","716","1286","2076","1146","101","104","101","102","103","~","~","71602","8825","871","~","~","Debit","Credit","8805","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","AG","~","71602","~","4110","4108","~","410","4122","4132","~","4121","4131","~","~","716","1282","2072","1142","101","104","101","102","103","~","~","71602","8808","871","~","~","Credit","Debit","8828","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","AU","~","71602","~","4110","4107","~","410","4122","4132","~","4121","4131","~","~","716","1281","2071","1141","101","104","101","102","103","~","~","71602","8807","871","~","~","Credit","Debit","8827","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","IR","~","71602","~","4110","4103","~","410","4122","4132","~","4121","4131","~","~","716","1287","2077","1147","101","104","101","102","103","~","~","71602","8803","871","~","~","Credit","Debit","8823","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","OS","~","71602","~","4110","4106","~","410","4122","4132","~","4121","4131","~","~","716","1288","2078","1148","101","104","101","102","103","~","~","71602","8806","871","~","~","Credit","Debit","8826","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","PD","~","71602","~","4110","4102","~","410","4122","4132","~","4121","4131","~","~","716","1284","2074","1144","101","104","101","102","103","~","~","71602","8802","871","~","~","Credit","Debit","8822","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","PT","~","71602","~","4110","4101","~","410","4122","4132","~","4121","4131","~","~","716","1283","2073","1143","101","104","101","102","103","~","~","71602","8801","871","~","~","Credit","Debit","8821","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%party_code_us%","716","RH","~","71602","~","4110","4104","~","410","4122","4132","~","4121","4131","~","~","716","1285","2075","1145","101","104","101","102","103","~","~","71602","8804","871","~","~","Credit","Debit","8824","871","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
